Bezug,Artikelnummer,Name_Suche,Datum,erfüllt,Benutzer,Lichtart,BA-Nr.,L*,a*,b*,"ΔL* ±1,5","Δa* ±0,40","Δb* ±0,40",ΔE*
,100005,Artikel Epsilon,24.07.2025 18:18,erfüllt,Mitarbeiter A,D45,BA-1003,"55,48","0,18","3,78","0,48","0,18","-0,22","0,56"
,100002,Artikel Beta,24.07.2025 18:49,nicht erfüllt,Mitarbeiter D,D45,BA-1002,"55,36","0,45","4,03","0,36","0,45","0,03","0,58"
,100004,Artikel Delta,24.07.2025 21:38,erfüllt,Mitarbeiter C,D45,BA-1004,"55,88","0,23","3,68","0,88","0,23","-0,32","0,96"
,100007,Artikel Eta,25.07.2025 09:45,erfüllt,Mitarbeiter B,D45,BA-1002,"53,72",0,"4,32","-1,28",0,"0,32","1,32"
,100012,Artikel Mu,28.07.2025 01:41,erfüllt,Mitarbeiter C,D45,BA-1004,"56,21","0,1","4,17","1,21","0,1","0,17","1,23"
,100008,Artikel Theta,28.07.2025 05:29,erfüllt,Mitarbeiter A,D45,BA-1001,"54,8","-0,15","3,9","-0,2","-0,15","-0,1","0,27"
,100020,Artikel Upsilon,28.07.2025 08:34,erfüllt,Mitarbeiter A,D45,BA-1004,"55,3","-0,06","4,16","0,3","-0,06","0,16","0,35"
,100020,Artikel Upsilon,28.07.2025 10:19,erfüllt,Mitarbeiter A,D45,BA-1003,"54,11","0,06","3,99","-0,89","0,06","-0,01","0,89"
,100007,Artikel Eta,28.07.2025 14:23,erfüllt,Mitarbeiter A,D45,BA-1004,"53,75","0,32","4,22","-1,25","0,32","0,22","1,31"
,100011,Artikel Lambda,29.07.2025 14:04,erfüllt,Mitarbeiter C,D45,BA-1002,"55,28","0,33","4,11","0,28","0,33","0,11","0,45"
,100021,Artikel Phi,29.07.2025 22:02,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"56,07","-0,58","3,97","1,07","-0,58","-0,03","1,22"
,100019,Artikel Tau,29.07.2025 23:14,erfüllt,Mitarbeiter C,D45,BA-1002,"53,74","0,21","4,34","-1,26","0,21","0,34","1,32"
,100025,Artikel Nova,30.07.2025 02:08,erfüllt,Mitarbeiter C,D45,BA-1001,"55,87","-0,31","3,8","0,87","-0,31","-0,2","0,94"
,100011,Artikel Lambda,30.07.2025 10:16,erfüllt,Mitarbeiter C,D45,BA-1002,"55,37","-0,33","4,11","0,37","-0,33","0,11","0,51"
,100003,Artikel Gamma,31.07.2025 03:36,erfüllt,Mitarbeiter D,D45,BA-1004,"54,56","0,31","4,28","-0,44","0,31","0,28","0,61"
,100016,Artikel Pi,31.07.2025 14:32,erfüllt,Mitarbeiter B,D45,BA-1002,"53,87","0,33","3,99","-1,13","0,33","-0,01","1,18"
,100012,Artikel Mu,01.08.2025 06:39,erfüllt,Mitarbeiter A,D45,BA-1004,"55,51","-0,32","4,32","0,51","-0,32","0,32","0,68"
,100011,Artikel Lambda,01.08.2025 08:02,erfüllt,Mitarbeiter C,D45,BA-1004,"55,54","-0,18","4,23","0,54","-0,18","0,23","0,61"
,100015,Artikel Omikron,02.08.2025 12:53,erfüllt,Mitarbeiter A,D45,BA-1003,"53,72","0,21","3,72","-1,28","0,21","-0,28","1,33"
,100019,Artikel Tau,03.08.2025 12:54,erfüllt,Mitarbeiter B,D45,BA-1002,"55,86","0,15","3,67","0,86","0,15","-0,33","0,93"
,100025,Artikel Nova,03.08.2025 23:55,erfüllt,Mitarbeiter B,D45,BA-1003,"56,25","0,16","3,95","1,25","0,16","-0,05","1,26"
,100010,Artikel Kappa,04.08.2025 06:47,erfüllt,Mitarbeiter D,D45,BA-1001,"55,8","-0,09","4,18","0,8","-0,09","0,18","0,82"
,100016,Artikel Pi,05.08.2025 21:00,erfüllt,Mitarbeiter C,D45,BA-1002,"54,79","-0,11","4,01","-0,21","-0,11","0,01","0,24"
,100004,Artikel Delta,06.08.2025 18:10,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"53,4","-0,08","4,02","-1,6","-0,08","0,02","1,6"
,100023,Artikel Psi,07.08.2025 00:25,erfüllt,Mitarbeiter A,D45,BA-1004,"54,03","-0,2","4,25","-0,97","-0,2","0,25","1,02"
,100014,Artikel Xi,07.08.2025 02:51,erfüllt,Mitarbeiter B,D45,BA-1004,"55,95","-0,14","4,2","0,95","-0,14","0,2","0,98"
,100003,Artikel Gamma,07.08.2025 11:58,erfüllt,Mitarbeiter A,D45,BA-1003,"55,73","-0,09","3,86","0,73","-0,09","-0,14","0,75"
,100008,Artikel Theta,07.08.2025 15:32,erfüllt,Mitarbeiter A,D45,BA-1003,"55,52","0,32","4,05","0,52","0,32","0,05","0,61"
,100005,Artikel Epsilon,07.08.2025 17:38,erfüllt,Mitarbeiter C,D45,BA-1002,"54,28","-0,32","3,93","-0,72","-0,32","-0,07","0,79"
,100004,Artikel Delta,08.08.2025 09:54,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"53,83","0,15","4,78","-1,17","0,15","0,78","1,41"
,100008,Artikel Theta,08.08.2025 15:37,erfüllt,Mitarbeiter C,D45,BA-1002,"54,79","0,02","4,1","-0,21","0,02","0,1","0,23"
,100010,Artikel Kappa,08.08.2025 23:09,erfüllt,Mitarbeiter B,D45,BA-1004,"55,98","0,06","4,12","0,98","0,06","0,12","0,99"
,100012,Artikel Mu,09.08.2025 19:46,erfüllt,Mitarbeiter C,D45,BA-1004,"55,16","0,02","4,24","0,16","0,02","0,24","0,29"
,100017,Artikel Rho,09.08.2025 21:27,erfüllt,Mitarbeiter C,D45,BA-1001,"55,39","0,03","3,81","0,39","0,03","-0,19","0,43"
,100012,Artikel Mu,10.08.2025 11:42,erfüllt,Mitarbeiter A,D45,BA-1004,"53,98","-0,23","3,98","-1,02","-0,23","-0,02","1,05"
,100011,Artikel Lambda,12.08.2025 03:29,erfüllt,Mitarbeiter A,D45,BA-1004,"54,73","-0,32","3,93","-0,27","-0,32","-0,07","0,42"
,100017,Artikel Rho,12.08.2025 07:10,erfüllt,Mitarbeiter C,D45,BA-1003,"55,88","0,07","4,25","0,88","0,07","0,25","0,92"
,100012,Artikel Mu,12.08.2025 15:52,erfüllt,Mitarbeiter A,D45,BA-1002,"55,44","0,04","4,21","0,44","0,04","0,21","0,49"
,100007,Artikel Eta,13.08.2025 13:33,erfüllt,Mitarbeiter B,D45,BA-1004,"53,79","0,12","4,28","-1,21","0,12","0,28","1,25"
,100025,Artikel Nova,13.08.2025 16:07,erfüllt,Mitarbeiter C,D45,BA-1002,"55,2","0,26","3,73","0,2","0,26","-0,27","0,42"
,100009,Artikel Iota,14.08.2025 08:49,erfüllt,Mitarbeiter B,D45,BA-1004,"56,22","0,09","3,94","1,22","0,09","-0,06","1,22"
,100006,Artikel Zeta,15.08.2025 03:20,erfüllt,Mitarbeiter C,D45,BA-1001,"54,43","-0,14","3,95","-0,57","-0,14","-0,05","0,59"
,100018,Artikel Sigma,15.08.2025 19:28,erfüllt,Mitarbeiter B,D45,BA-1001,"55,86","0,15","3,88","0,86","0,15","-0,12","0,88"
,100025,Artikel Nova,17.08.2025 08:28,erfüllt,Mitarbeiter B,D45,BA-1002,"54,66","0,18","3,98","-0,34","0,18","-0,02","0,39"
,100008,Artikel Theta,17.08.2025 22:34,erfüllt,Mitarbeiter D,D45,BA-1002,"55,65",0,"4,19","0,65",0,"0,19","0,68"
,100014,Artikel Xi,18.08.2025 02:37,erfüllt,Mitarbeiter D,D45,BA-1001,"55,33","-0,21","4,23","0,33","-0,21","0,23","0,45"
,100024,Artikel Omega,18.08.2025 12:55,erfüllt,Mitarbeiter A,D45,BA-1001,"54,19","0,16","3,87","-0,81","0,16","-0,13","0,84"
,100009,Artikel Iota,18.08.2025 14:02,erfüllt,Mitarbeiter B,D45,BA-1003,"55,3","0,15","3,77","0,3","0,15","-0,23","0,41"
,100025,Artikel Nova,19.08.2025 00:10,erfüllt,Mitarbeiter C,D45,BA-1002,"55,76","0,27","4,17","0,76","0,27","0,17","0,82"
,100014,Artikel Xi,19.08.2025 13:46,erfüllt,Mitarbeiter D,D45,BA-1004,"55,94","0,21","3,96","0,94","0,21","-0,04","0,96"
,100018,Artikel Sigma,19.08.2025 19:40,erfüllt,Mitarbeiter C,D45,BA-1003,"54,08","0,09","3,8","-0,92","0,09","-0,2","0,95"
,100006,Artikel Zeta,20.08.2025 00:44,erfüllt,Mitarbeiter D,D45,BA-1002,"54,73","0,09","3,89","-0,27","0,09","-0,11","0,31"
,100011,Artikel Lambda,20.08.2025 12:49,erfüllt,Mitarbeiter D,D45,BA-1002,"55,88","0,18","4,17","0,88","0,18","0,17","0,91"
,100001,Artikel Alpha,21.08.2025 19:43,erfüllt,Mitarbeiter C,D45,BA-1003,"55,9","-0,17","4,08","0,9","-0,17","0,08","0,92"
,100022,Artikel Chi,22.08.2025 23:50,erfüllt,Mitarbeiter D,D45,BA-1001,"54,16","-0,02","3,79","-0,84","-0,02","-0,21","0,87"
,100001,Artikel Alpha,23.08.2025 09:38,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"57,16","0,04","3,67","2,16","0,04","-0,33","2,19"
,100017,Artikel Rho,24.08.2025 23:39,erfüllt,Mitarbeiter A,D45,BA-1003,"55,49","-0,2","4,04","0,49","-0,2","0,04","0,53"
,100016,Artikel Pi,26.08.2025 07:59,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"55,45","0,3","4,55","0,45","0,3","0,55","0,77"
,100001,Artikel Alpha,27.08.2025 04:34,erfüllt,Mitarbeiter B,D45,BA-1002,"54,25","0,07","4,08","-0,75","0,07","0,08","0,76"
,100012,Artikel Mu,27.08.2025 23:56,erfüllt,Mitarbeiter C,D45,BA-1003,"53,96","-0,17","4,17","-1,04","-0,17","0,17","1,07"
,100023,Artikel Psi,28.08.2025 17:15,erfüllt,Mitarbeiter B,D45,BA-1001,"55,21","0,17","4,03","0,21","0,17","0,03","0,27"
,100020,Artikel Upsilon,29.08.2025 19:15,erfüllt,Mitarbeiter D,D45,BA-1001,"54,98","0,16","3,69","-0,02","0,16","-0,31","0,35"
,100019,Artikel Tau,30.08.2025 10:28,erfüllt,Mitarbeiter D,D45,BA-1004,"56,17","-0,29","4,2","1,17","-0,29","0,2","1,22"
,100006,Artikel Zeta,31.08.2025 22:50,erfüllt,Mitarbeiter B,D45,BA-1001,"54,38","0,23","3,89","-0,62","0,23","-0,11","0,67"
,100025,Artikel Nova,02.09.2025 02:39,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"53,8","0,79","3,8","-1,2","0,79","-0,2","1,45"
,100002,Artikel Beta,04.09.2025 02:17,erfüllt,Mitarbeiter A,D45,BA-1004,"56,28","-0,22","4,27","1,28","-0,22","0,27","1,33"
,100007,Artikel Eta,04.09.2025 08:50,erfüllt,Mitarbeiter C,D45,BA-1002,"54,17","0,24","3,99","-0,83","0,24","-0,01","0,86"
,100018,Artikel Sigma,05.09.2025 00:37,erfüllt,Mitarbeiter C,D45,BA-1004,"53,97","0,24","3,93","-1,03","0,24","-0,07","1,06"
,100013,Artikel Nu,06.09.2025 17:51,erfüllt,Mitarbeiter C,D45,BA-1003,"54,42","-0,21","4,28","-0,58","-0,21","0,28","0,68"
,100003,Artikel Gamma,07.09.2025 11:09,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"56,99","0,16","4,04","1,99","0,16","0,04",2
,100012,Artikel Mu,08.09.2025 09:12,erfüllt,Mitarbeiter D,D45,BA-1001,"55,64","0,28","4,31","0,64","0,28","0,31","0,76"
,100004,Artikel Delta,08.09.2025 12:44,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"53,2","0,22","3,88","-1,8","0,22","-0,12","1,82"
,100025,Artikel Nova,09.09.2025 12:36,erfüllt,Mitarbeiter D,D45,BA-1002,"55,34","-0,06","3,88","0,34","-0,06","-0,12","0,37"
,100024,Artikel Omega,10.09.2025 08:52,erfüllt,Mitarbeiter D,D45,BA-1003,"53,85","0,14","3,81","-1,15","0,14","-0,19","1,17"
,100025,Artikel Nova,11.09.2025 09:26,erfüllt,Mitarbeiter C,D45,BA-1004,"54,8","0,07","4,31","-0,2","0,07","0,31","0,38"
,100019,Artikel Tau,12.09.2025 03:04,erfüllt,Mitarbeiter A,D45,BA-1003,"55,46","0,13","3,9","0,46","0,13","-0,1","0,49"
,100022,Artikel Chi,12.09.2025 08:52,erfüllt,Mitarbeiter D,D45,BA-1002,"55,41","-0,29","4,09","0,41","-0,29","0,09","0,51"
,100014,Artikel Xi,12.09.2025 22:38,erfüllt,Mitarbeiter D,D45,BA-1003,"55,61","-0,11","4,25","0,61","-0,11","0,25","0,67"
,100008,Artikel Theta,12.09.2025 22:53,erfüllt,Mitarbeiter A,D45,BA-1002,"53,9","0,22","4,22","-1,1","0,22","0,22","1,14"
,100008,Artikel Theta,13.09.2025 03:37,erfüllt,Mitarbeiter A,D45,BA-1002,"53,84","0,27","4,29","-1,16","0,27","0,29","1,23"
,100021,Artikel Phi,14.09.2025 01:23,erfüllt,Mitarbeiter B,D45,BA-1004,"55,66","-0,24","3,94","0,66","-0,24","-0,06","0,7"
,100010,Artikel Kappa,14.09.2025 19:01,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"53,75","0,72","4,04","-1,25","0,72","0,04","1,44"
,100023,Artikel Psi,15.09.2025 10:48,erfüllt,Mitarbeiter C,D45,BA-1003,"53,89","-0,07","4,31","-1,11","-0,07","0,31","1,15"
,100005,Artikel Epsilon,15.09.2025 18:41,erfüllt,Mitarbeiter A,D45,BA-1002,"55,7","0,27","4,05","0,7","0,27","0,05","0,75"
,100011,Artikel Lambda,17.09.2025 03:35,erfüllt,Mitarbeiter B,D45,BA-1004,"56,02","-0,01","3,99","1,02","-0,01","-0,01","1,02"
,100016,Artikel Pi,17.09.2025 05:56,erfüllt,Mitarbeiter B,D45,BA-1002,"54,91","0,28","4,11","-0,09","0,28","0,11","0,31"
,100004,Artikel Delta,19.09.2025 00:53,erfüllt,Mitarbeiter B,D45,BA-1002,"55,7","0,33","3,84","0,7","0,33","-0,16","0,79"
,100010,Artikel Kappa,23.09.2025 16:41,erfüllt,Mitarbeiter B,D45,BA-1004,"54,93","0,32","4,19","-0,07","0,32","0,19","0,38"
,100016,Artikel Pi,23.09.2025 22:33,erfüllt,Mitarbeiter D,D45,BA-1003,"54,99","0,29","4,13","-0,01","0,29","0,13","0,32"
,100019,Artikel Tau,24.09.2025 09:58,erfüllt,Mitarbeiter D,D45,BA-1003,"54,66","-0,08","3,85","-0,34","-0,08","-0,15","0,38"
,100010,Artikel Kappa,24.09.2025 20:39,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"54,8","-0,22","4,64","-0,2","-0,22","0,64","0,71"
,100003,Artikel Gamma,24.09.2025 22:51,erfüllt,Mitarbeiter C,D45,BA-1004,"54,21","0,13","4,11","-0,79","0,13","0,11","0,81"
,100020,Artikel Upsilon,25.09.2025 13:33,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"55,33","-0,65","3,74","0,33","-0,65","-0,26","0,77"
,100023,Artikel Psi,25.09.2025 17:55,erfüllt,Mitarbeiter D,D45,BA-1004,"54,72","-0,33","4,03","-0,28","-0,33","0,03","0,43"
,100013,Artikel Nu,25.09.2025 21:24,erfüllt,Mitarbeiter C,D45,BA-1001,"53,95","0,05","4,06","-1,05","0,05","0,06","1,05"
,100002,Artikel Beta,27.09.2025 07:42,erfüllt,Mitarbeiter B,D45,BA-1003,"56,13","0,1","4,3","1,13","0,1","0,3","1,17"
,100021,Artikel Phi,27.09.2025 10:29,erfüllt,Mitarbeiter C,D45,BA-1003,"55,3","0,24","4,26","0,3","0,24","0,26","0,46"
,100011,Artikel Lambda,27.09.2025 15:18,erfüllt,Mitarbeiter D,D45,BA-1002,"54,03","0,11","3,87","-0,97","0,11","-0,13","0,98"
,100004,Artikel Delta,28.09.2025 17:40,erfüllt,Mitarbeiter B,D45,BA-1004,"54,01","0,2","3,76","-0,99","0,2","-0,24","1,04"
,100014,Artikel Xi,29.09.2025 09:45,erfüllt,Mitarbeiter A,D45,BA-1002,"56,15","0,02","3,78","1,15","0,02","-0,22","1,17"
,100011,Artikel Lambda,29.09.2025 13:33,erfüllt,Mitarbeiter A,D45,BA-1003,"55,23","0,19","4,23","0,23","0,19","0,23","0,38"
,100022,Artikel Chi,30.09.2025 09:58,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"54,56","0,73","4,04","-0,44","0,73","0,04","0,85"
,100023,Artikel Psi,02.10.2025 11:20,erfüllt,Mitarbeiter B,D45,BA-1001,"56,27","-0,14","3,78","1,27","-0,14","-0,22","1,3"
,100018,Artikel Sigma,02.10.2025 14:07,erfüllt,Mitarbeiter A,D45,BA-1002,"55,83","-0,06","4,2","0,83","-0,06","0,2","0,86"
,100008,Artikel Theta,03.10.2025 18:52,erfüllt,Mitarbeiter D,D45,BA-1001,"55,58","0,28","3,89","0,58","0,28","-0,11","0,65"
,100008,Artikel Theta,04.10.2025 05:37,erfüllt,Mitarbeiter D,D45,BA-1001,"54,36","-0,17","4,01","-0,64","-0,17","0,01","0,66"
,100015,Artikel Omikron,04.10.2025 15:02,erfüllt,Mitarbeiter D,D45,BA-1003,"53,72","0,24","4,08","-1,28","0,24","0,08","1,3"
,100020,Artikel Upsilon,04.10.2025 15:17,erfüllt,Mitarbeiter C,D45,BA-1002,"54,66","-0,2","4,16","-0,34","-0,2","0,16","0,43"
,100019,Artikel Tau,05.10.2025 11:04,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"53,84","0,26","4,51","-1,16","0,26","0,51","1,29"
,100015,Artikel Omikron,06.10.2025 17:35,erfüllt,Mitarbeiter A,D45,BA-1003,"55,56","-0,07","3,82","0,56","-0,07","-0,18","0,59"
,100021,Artikel Phi,06.10.2025 18:46,erfüllt,Mitarbeiter A,D45,BA-1003,"55,58","0,14","4,11","0,58","0,14","0,11","0,61"
,100017,Artikel Rho,07.10.2025 03:56,erfüllt,Mitarbeiter B,D45,BA-1003,"55,69","0,07","4,23","0,69","0,07","0,23","0,73"
,100019,Artikel Tau,07.10.2025 18:38,erfüllt,Mitarbeiter D,D45,BA-1002,"55,36","-0,29","4,06","0,36","-0,29","0,06","0,47"
,100012,Artikel Mu,07.10.2025 19:55,erfüllt,Mitarbeiter D,D45,BA-1002,"55,68","-0,08","3,91","0,68","-0,08","-0,09","0,69"
,100014,Artikel Xi,08.10.2025 03:12,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"54,01","0,68","4,02","-0,99","0,68","0,02","1,2"
,100023,Artikel Psi,08.10.2025 07:06,erfüllt,Mitarbeiter C,D45,BA-1002,"53,94","-0,03","3,95","-1,06","-0,03","-0,05","1,06"
,100017,Artikel Rho,08.10.2025 23:52,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"52,74","-0,07","4,05","-2,26","-0,07","0,05","2,26"
,100010,Artikel Kappa,09.10.2025 08:26,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"55,64","-0,03","4,63","0,64","-0,03","0,63","0,9"
,100011,Artikel Lambda,10.10.2025 09:36,erfüllt,Mitarbeiter A,D45,BA-1004,"55,27","-0,32","4,2","0,27","-0,32","0,2","0,46"
,100016,Artikel Pi,10.10.2025 09:37,erfüllt,Mitarbeiter A,D45,BA-1004,"54,34","-0,15","4,29","-0,66","-0,15","0,29","0,74"
,100008,Artikel Theta,10.10.2025 09:52,erfüllt,Mitarbeiter B,D45,BA-1001,"55,93","0,28","4,23","0,93","0,28","0,23",1
,100019,Artikel Tau,10.10.2025 18:17,erfüllt,Mitarbeiter D,D45,BA-1002,"54,12","-0,14","4,29","-0,88","-0,14","0,29","0,94"
,100010,Artikel Kappa,10.10.2025 21:29,erfüllt,Mitarbeiter B,D45,BA-1004,"55,41","0,17","4,04","0,41","0,17","0,04","0,45"
,100014,Artikel Xi,11.10.2025 09:31,erfüllt,Mitarbeiter C,D45,BA-1001,"54,04","0,24","3,76","-0,96","0,24","-0,24","1,02"
,100015,Artikel Omikron,12.10.2025 13:07,erfüllt,Mitarbeiter B,D45,BA-1001,"56,04","0,21","4,12","1,04","0,21","0,12","1,07"
,100023,Artikel Psi,13.10.2025 04:16,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"56,87","-0,12","3,98","1,87","-0,12","-0,02","1,87"
,100022,Artikel Chi,13.10.2025 17:15,nicht erfüllt,Mitarbeiter D,D45,BA-1002,"54,45","-0,23","4,51","-0,55","-0,23","0,51","0,78"
,100019,Artikel Tau,14.10.2025 03:35,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"53,16","0,33","3,7","-1,84","0,33","-0,3","1,89"
,100016,Artikel Pi,14.10.2025 06:09,erfüllt,Mitarbeiter D,D45,BA-1004,"55,94","-0,24","3,79","0,94","-0,24","-0,21","0,99"
,100021,Artikel Phi,14.10.2025 06:25,erfüllt,Mitarbeiter C,D45,BA-1002,"53,73","-0,33","4,18","-1,27","-0,33","0,18","1,32"
,100019,Artikel Tau,14.10.2025 09:46,erfüllt,Mitarbeiter C,D45,BA-1004,"55,74","0,06","3,99","0,74","0,06","-0,01","0,74"
,100009,Artikel Iota,14.10.2025 15:20,erfüllt,Mitarbeiter B,D45,BA-1002,"55,32","0,13","4,22","0,32","0,13","0,22","0,41"
,100023,Artikel Psi,14.10.2025 19:30,erfüllt,Mitarbeiter A,D45,BA-1004,"54,99","0,18","4,2","-0,01","0,18","0,2","0,27"
,100009,Artikel Iota,15.10.2025 01:02,erfüllt,Mitarbeiter C,D45,BA-1003,"54,79","0,11","3,71","-0,21","0,11","-0,29","0,37"
,100014,Artikel Xi,17.10.2025 08:55,erfüllt,Mitarbeiter B,D45,BA-1002,"56,23","0,22","3,89","1,23","0,22","-0,11","1,25"
,100005,Artikel Epsilon,17.10.2025 13:41,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"55,47","0,15","3,24","0,47","0,15","-0,76","0,91"
,100023,Artikel Psi,18.10.2025 13:59,erfüllt,Mitarbeiter C,D45,BA-1002,"55,94","-0,26","4,18","0,94","-0,26","0,18","0,99"
,100005,Artikel Epsilon,18.10.2025 18:42,erfüllt,Mitarbeiter B,D45,BA-1003,"55,07","-0,2","3,85","0,07","-0,2","-0,15","0,26"
,100010,Artikel Kappa,18.10.2025 19:09,erfüllt,Mitarbeiter C,D45,BA-1001,"56,2","-0,04","4,06","1,2","-0,04","0,06","1,2"
,100005,Artikel Epsilon,19.10.2025 01:22,erfüllt,Mitarbeiter B,D45,BA-1003,"55,94","0,26","4,12","0,94","0,26","0,12","0,98"
,100006,Artikel Zeta,20.10.2025 05:33,erfüllt,Mitarbeiter B,D45,BA-1001,"55,66","0,19","3,76","0,66","0,19","-0,24","0,73"
,100020,Artikel Upsilon,20.10.2025 08:26,erfüllt,Mitarbeiter D,D45,BA-1002,"55,16","-0,29","4,19","0,16","-0,29","0,19","0,38"
,100010,Artikel Kappa,20.10.2025 10:59,erfüllt,Mitarbeiter A,D45,BA-1001,"55,56","0,33","4,02","0,56","0,33","0,02","0,65"
,100006,Artikel Zeta,20.10.2025 14:13,erfüllt,Mitarbeiter A,D45,BA-1004,"55,75","-0,17","3,74","0,75","-0,17","-0,26","0,81"
,100011,Artikel Lambda,20.10.2025 18:30,erfüllt,Mitarbeiter A,D45,BA-1004,"55,67","0,05","4,08","0,67","0,05","0,08","0,68"
,100009,Artikel Iota,20.10.2025 23:57,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"56,16","0,54","4,17","1,16","0,54","0,17","1,29"
,100007,Artikel Eta,21.10.2025 16:15,erfüllt,Mitarbeiter A,D45,BA-1001,"54,35","0,13","4,24","-0,65","0,13","0,24","0,7"
,100011,Artikel Lambda,21.10.2025 21:00,erfüllt,Mitarbeiter D,D45,BA-1002,"56,15","0,17","4,12","1,15","0,17","0,12","1,17"
,100009,Artikel Iota,22.10.2025 01:27,erfüllt,Mitarbeiter D,D45,BA-1003,"55,2","-0,02","3,8","0,2","-0,02","-0,2","0,28"
,100018,Artikel Sigma,22.10.2025 01:32,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"54,02","-0,1","4,77","-0,98","-0,1","0,77","1,25"
,100004,Artikel Delta,23.10.2025 08:09,erfüllt,Mitarbeiter A,D45,BA-1001,"55,84","-0,15","3,86","0,84","-0,15","-0,14","0,86"
,100022,Artikel Chi,23.10.2025 17:01,erfüllt,Mitarbeiter C,D45,BA-1002,"55,16","-0,2","4,06","0,16","-0,2","0,06","0,26"
,100015,Artikel Omikron,24.10.2025 16:18,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"54,93","0,09","3,42","-0,07","0,09","-0,58","0,59"
,100002,Artikel Beta,25.10.2025 04:39,erfüllt,Mitarbeiter A,D45,BA-1001,"55,96","0,21","3,75","0,96","0,21","-0,25","1,01"
,100006,Artikel Zeta,25.10.2025 16:05,erfüllt,Mitarbeiter B,D45,BA-1002,"54,92","0,15","3,67","-0,08","0,15","-0,33","0,37"
,100012,Artikel Mu,26.10.2025 13:07,erfüllt,Mitarbeiter D,D45,BA-1004,"53,72","0,14","3,69","-1,28","0,14","-0,31","1,32"
,100012,Artikel Mu,26.10.2025 15:14,erfüllt,Mitarbeiter D,D45,BA-1004,"55,26","-0,02","3,7","0,26","-0,02","-0,3","0,4"
,100018,Artikel Sigma,27.10.2025 04:40,erfüllt,Mitarbeiter C,D45,BA-1001,"54,12","0,02","3,73","-0,88","0,02","-0,27","0,92"
,100009,Artikel Iota,27.10.2025 11:18,erfüllt,Mitarbeiter D,D45,BA-1003,"55,29","-0,31","4,16","0,29","-0,31","0,16","0,45"
,100007,Artikel Eta,28.10.2025 04:09,erfüllt,Mitarbeiter A,D45,BA-1001,"54,52","-0,31","3,96","-0,48","-0,31","-0,04","0,57"
,100011,Artikel Lambda,28.10.2025 05:05,erfüllt,Mitarbeiter C,D45,BA-1003,"56,1","0,02","4,12","1,1","0,02","0,12","1,11"
,100003,Artikel Gamma,28.10.2025 22:52,erfüllt,Mitarbeiter B,D45,BA-1003,"55,41","-0,17","4,04","0,41","-0,17","0,04","0,45"
,100017,Artikel Rho,29.10.2025 05:33,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"52,94","0,08","4,1","-2,06","0,08","0,1","2,06"
,100020,Artikel Upsilon,29.10.2025 18:33,erfüllt,Mitarbeiter D,D45,BA-1003,"54,68","0,03","3,8","-0,32","0,03","-0,2","0,38"
,100018,Artikel Sigma,29.10.2025 23:51,erfüllt,Mitarbeiter B,D45,BA-1004,"55,41","0,13","3,83","0,41","0,13","-0,17","0,46"
,100023,Artikel Psi,30.10.2025 17:33,erfüllt,Mitarbeiter A,D45,BA-1002,"53,71","0,12","3,81","-1,29","0,12","-0,19","1,31"
,100019,Artikel Tau,02.11.2025 05:41,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"52,97","-0,19","3,72","-2,03","-0,19","-0,28","2,06"
,100003,Artikel Gamma,02.11.2025 08:24,erfüllt,Mitarbeiter C,D45,BA-1001,"55,2","0,09","4,15","0,2","0,09","0,15","0,27"
,100009,Artikel Iota,02.11.2025 11:43,erfüllt,Mitarbeiter D,D45,BA-1001,"55,88","-0,33","4,31","0,88","-0,33","0,31","0,99"
,100012,Artikel Mu,04.11.2025 02:46,erfüllt,Mitarbeiter C,D45,BA-1003,"55,6","-0,16","3,69","0,6","-0,16","-0,31","0,69"
,100007,Artikel Eta,05.11.2025 06:00,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"52,93","0,27","4,1","-2,07","0,27","0,1","2,09"
,100008,Artikel Theta,06.11.2025 09:30,erfüllt,Mitarbeiter D,D45,BA-1004,"54,09","-0,29","3,91","-0,91","-0,29","-0,09","0,96"
